confuser_pkg,target_pkg,signals
intdash,dash, Mutated package with prefix/suffix generated: intdash
dssh,dash,Character Replaced: s;Close Letters on QWERTY Keyboard: a => s
dosh,dash,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
kash,dash,Bit Flips: Byte 0, Bit 3;Character Replaced: k
onedash,dash, Mutated package with prefix/suffix generated: onedash
devdash,dash, Mutated package with prefix/suffix generated: devdash
dash-ui,dash, Mutated package with prefix/suffix generated: dash-ui
dasi,dash,Character Replaced: i
dash-hy,dash, Mutated package with prefix/suffix generated: dash-hy
dashops,dash, Mutated package with prefix/suffix generated: dashops
dasher,dash, Mutated package with prefix/suffix generated: dasher
pydeepmerge,deepmerge, Mutated package with prefix/suffix generated: pydeepmerge
clom,glom,Character Replaced: c
geom,glom,Character Replaced: e
glo,glom,Character Removed: 3 ('m')
gloc,glom,Character Replaced: c
gloom,glom,Character Added: o;Character Added: o;Containing Character Added: o;Containing Character Added: o;Letter Duplicated: o
glop,glom,Character Replaced: p
glsm,glom,Character Replaced: s
plom,glom,Ascii Homoglpyh: g => p;Character Replaced: p
glosm,glom,Character Added: s
glow,glom,Character Replaced: w
gdom,glom,Character Replaced: d
glvm,glom,Character Replaced: v
glim,glom,Character Replaced: i;Swap Vowel: o => i;Close Letters on QWERTY Keyboard: o => i
glm,glom,Character Removed: 2 ('o')
glum,glom,Character Replaced: u;Swap Vowel: o => u
glog,glom,Character Replaced: g
grom,glom,Character Replaced: r
golm,glom,Letters Swapped
gom,glom,Character Removed: 1 ('l')
gloe,glom,Character Replaced: e
gtom,glom,Character Replaced: t
flom,glom,Bit Flips: Byte 0, Bit 0;Character Replaced: f;Close Letters on QWERTY Keyboard: g => f
glot,glom,Character Replaced: t
gldm,glom,Character Replaced: d
sphinx-theme,pydata-sphinx-theme,Separated Section Removed: 0 ('p')
yandexcloud-tmp,yandexcloud, Mutated package with prefix/suffix generated: yandexcloud-tmp
extensions,django-extensions,Separated Section Removed: 0 ('d')
opentelemetry-instrumentation-psygopg2,opentelemetry-instrumentation-psycopg2,Character Replaced: g
ugraph,igraph,Character Replaced: u;Swap Vowel: i => u;Close Letters on QWERTY Keyboard: i => u
pgraph,igraph,Character Replaced: p
agraph,igraph,Character Replaced: a;Swap Vowel: i => a
bigraph,igraph,Character Added: b
jgraph,igraph,Ascii Homoglpyh: i => j;Bit Flips: Byte 0, Bit 1;Character Replaced: j;Close Letters on QWERTY Keyboard: i => j
hgraph,igraph,Bit Flips: Byte 0, Bit 0;Character Replaced: h
egraph,igraph,Character Replaced: e;Swap Vowel: i => e
ngraph,igraph,Bit Flips: Byte 0, Bit 2;Character Replaced: n
bgraph,igraph,Character Replaced: b
ograph,igraph,Character Replaced: o;Swap Vowel: i => o;Close Letters on QWERTY Keyboard: i => o
sgraph,igraph,Character Replaced: s
lgraph,igraph,Ascii Homoglpyh: i => l;Character Replaced: l;Close Letters on QWERTY Keyboard: i => l
ingraph,igraph,Character Added: n;Double hit character: n
mgraph,igraph,Character Replaced: m
dgraph,igraph,Character Replaced: d
idgraph,igraph,Character Added: d
kgraph,igraph,Character Replaced: k;Close Letters on QWERTY Keyboard: i => k
imgraph,igraph,Character Added: m
sdqrcode,qrcode, Mutated package with prefix/suffix generated: sdqrcode
qrcode-term,qrcode, Mutated package with prefix/suffix generated: qrcode-term
qrcode-img,qrcode, Mutated package with prefix/suffix generated: qrcode-img
cqrcode,qrcode,Character Added: c;Containing Character Added: c, Mutated package with prefix/suffix generated: cqrcode
xy-qrcode,qrcode, Mutated package with prefix/suffix generated: xy-qrcode
arcode,qrcode,Ascii Homoglpyh: q => a;Character Replaced: a;Close Letters on QWERTY Keyboard: q => a
srcode,qrcode,Character Replaced: s;Close Letters on QWERTY Keyboard: q => s
qs-qrcode,qrcode, Mutated package with prefix/suffix generated: qs-qrcode
qrcode-utils,qrcode, Mutated package with prefix/suffix generated: qrcode-utils
fastqrcode,qrcode, Mutated package with prefix/suffix generated: fastqrcode
genqrcode,qrcode, Mutated package with prefix/suffix generated: genqrcode
rqrcode,qrcode,Character Added: r;Containing Character Added: r, Mutated package with prefix/suffix generated: rqrcode
qrcodeapi,qrcode, Mutated package with prefix/suffix generated: qrcodeapi
types-qrcode,qrcode, Mutated package with prefix/suffix generated: types-qrcode
ybc-qrcode,qrcode, Mutated package with prefix/suffix generated: ybc-qrcode
qacode,qrcode,Character Replaced: a
pixqrcode,qrcode, Mutated package with prefix/suffix generated: pixqrcode
qrcodegen,qrcode, Mutated package with prefix/suffix generated: qrcodegen
qcode,qrcode,Character Removed: 1 ('r')
dash-qrcode,qrcode, Mutated package with prefix/suffix generated: dash-qrcode
wifi-qrcode,qrcode, Mutated package with prefix/suffix generated: wifi-qrcode
rcode,qrcode,Character Removed: 0 ('q')
asciiqrcode,qrcode, Mutated package with prefix/suffix generated: asciiqrcode
logo-qrcode,qrcode, Mutated package with prefix/suffix generated: logo-qrcode
xqrcode,qrcode,Character Added: x;Prefix Added: x;Prefix Added: X, Mutated package with prefix/suffix generated: xqrcode
qrcodetools,qrcode, Mutated package with prefix/suffix generated: qrcodetools
qrcodeutil,qrcode, Mutated package with prefix/suffix generated: qrcodeutil
qrcodes,qrcode,Character Added: s, Mutated package with prefix/suffix generated: qrcodes;Close Letters on QWERTY Keyboard, added to end: qrcode => s;Suffix Added: s
qrcode-plus,qrcode, Mutated package with prefix/suffix generated: qrcode-plus
brcode,qrcode,Character Replaced: b
qrcode-song,qrcode, Mutated package with prefix/suffix generated: qrcode-song
rmqrcode,qrcode, Mutated package with prefix/suffix generated: rmqrcode
qucode,qrcode,Character Replaced: u
patchelfy,patchelf,Character Added: y, Mutated package with prefix/suffix generated: patchelfy
pypatchelf,patchelf, Mutated package with prefix/suffix generated: pypatchelf
patchelf-wrapper,patchelf, Mutated package with prefix/suffix generated: patchelf-wrapper
oscp,osqp,Character Replaced: c
osop,osqp,Character Replaced: o
osdp,osqp,Ascii Homoglpyh: q => d;Character Replaced: d
sqp,osqp,Character Removed: 0 ('o')
tf-osqp,osqp, Mutated package with prefix/suffix generated: tf-osqp
mmcifix,mmcif, Mutated package with prefix/suffix generated: mmcifix
jenkins,python-jenkins,Separated Section Removed: 0 ('p')
caff,daff,Bit Flips: Byte 0, Bit 2;Character Replaced: c;Close Letters on QWERTY Keyboard: d => c
paff,daff,Ascii Homoglpyh: d => p;Character Replaced: p
dbff,daff,Character Replaced: b
daffy,daff,Character Added: y
dalf,daff,Character Replaced: l
aff,daff,Character Removed: 0 ('d')
daffi,daff,Character Added: i
baff,daff,Ascii Homoglpyh: d => b;Character Replaced: b
dff,daff,Character Removed: 1 ('a')
maff,daff,Character Replaced: m
naff,daff,Character Replaced: n
dafy,daff,Character Replaced: y
yaff,daff,Character Replaced: y
daf,daff,Character Removed: 2 ('f');Character Removed: 3 ('f')
diff,daff,Character Replaced: i;Swap Vowel: a => i
faff,daff,Character Replaced: f;Close Letters on QWERTY Keyboard: d => f
dsff,daff,Character Replaced: s;Close Letters on QWERTY Keyboard: a => s
laff,daff,Character Replaced: l
dyff,daff,Character Replaced: y;Swap Vowel: a => y
daft,daff,Ascii Homoglpyh: f => t;Character Replaced: t;Close Letters on QWERTY Keyboard: f => t
namez,namex,Character Replaced: z;Close Letters on QWERTY Keyboard: x => z
camex,namex,Character Replaced: c
namer,namex,Character Replaced: r
numex,namex,Character Replaced: u;Swap Vowel: a => u
name1,namex,Character Replaced: 1
natex,namex,Character Replaced: t
namen,namex,Character Replaced: n
named,namex,Character Replaced: d;Close Letters on QWERTY Keyboard: x => d
redshift,sqlalchemy-redshift,Separated Section Removed: 0 ('s')
lwt,xlwt,Prefix Removed: x;Character Removed: 0 ('x')
xbwt,xlwt,Character Replaced: b
cloudevents-python,cloudevents, Mutated package with prefix/suffix generated: cloudevents-python;Suffix Added: -python
pycloudevents,cloudevents, Mutated package with prefix/suffix generated: pycloudevents
kncloudevents,cloudevents, Mutated package with prefix/suffix generated: kncloudevents
cloudyvents,cloudevents,Character Replaced: y;Swap Vowel: e => y
cloud-events,cloudevents,Character Added: -
django-cloudevents,cloudevents, Mutated package with prefix/suffix generated: django-cloudevents
llama,llama-parse,Separated Section Removed: 1 ('l')
llama-parser,llama-parse,Character Added: r;Containing Character Added: r;Close Letters on QWERTY Keyboard, added to end: llama-parse => r
plumbus,plumbum,Character Replaced: s
plumbium,plumbum,Character Added: i;Double hit character: i
myst,myst-parser,Separated Section Removed: 1 ('y')
nyx,nox,Character Replaced: y;Swap Vowel: o => y
xox,nox,Character Replaced: x
nom,nox,Character Replaced: m
nrx,nox,Character Replaced: r
no3,nox,Character Replaced: 3
nfx,nox,Character Replaced: f
fox,nox,Character Replaced: f
lox,nox,Character Replaced: l
noc,nox,Character Replaced: c;Close Letters on QWERTY Keyboard: x => c
nx,nox,Character Removed: 1 ('o')
nor,nox,Character Replaced: r
no2,nox,Character Replaced: 2
dox,nox,Character Replaced: d
noo,nox,Character Replaced: o
inox,nox,Character Added: i
now,nox,Character Replaced: w
nvx,nox,Character Replaced: v
nod,nox,Character Replaced: d;Close Letters on QWERTY Keyboard: x => d
onx,nox,Letters Swapped
neox,nox,Character Added: e
nax,nox,Ascii Homoglpyh: o => a;Character Replaced: a;Swap Vowel: o => a
nob,nox,Character Replaced: b
knox,nox,Character Added: k
nos,nox,Character Replaced: s;Close Letters on QWERTY Keyboard: x => s
nex,nox,Ascii Homoglpyh: o => e;Character Replaced: e;Swap Vowel: o => e
no1,nox,Character Replaced: 1
nbx,nox,Character Replaced: b
njx,nox,Character Replaced: j
nux,nox,Character Replaced: u;Swap Vowel: o => u
vox,nox,Character Replaced: v
mox,nox,Ascii Homoglpyh: n => m;Bit Flips: Byte 0, Bit 1;Character Replaced: m;Close Letters on QWERTY Keyboard: n => m
nnx,nox,Letter Duplicated and Replaced: n;Character Replaced: n
hox,nox,Character Replaced: h;Close Letters on QWERTY Keyboard: n => h
iox,nox,Bit Flips: Byte 0, Bit 2;Character Replaced: i
nok,nox,Character Replaced: k
ox,nox,Character Removed: 0 ('n')
nop,nox,Character Replaced: p
cox,nox,Character Replaced: c
aox,nox,Bit Flips: Byte 0, Bit 3;Character Replaced: a
nbox,nox,Character Added: b
rox,nox,Ascii Homoglpyh: n => r;Character Replaced: r
box,nox,Character Replaced: b;Close Letters on QWERTY Keyboard: n => b
not,nox,Character Replaced: t
jox,nox,Character Replaced: j;Close Letters on QWERTY Keyboard: n => j
gensvm,gensim,Character Replaced: v
gensum,gensim,Character Replaced: u;Swap Vowel: i => u;Close Letters on QWERTY Keyboard: i => u
ginsim,gensim,Character Replaced: i;Swap Vowel: e => i
pyadl,pyaml,Character Replaced: d
iyaml,pyaml,Character Replaced: i
ipyaml,pyaml,Character Added: i, Mutated package with prefix/suffix generated: ipyaml
xyaml,pyaml,Character Replaced: x
paml,pyaml,Character Removed: 1 ('y')
pyqml,pyaml,Ascii Homoglpyh: a => q;Character Replaced: q;Close Letters on QWERTY Keyboard: a => q
eyaml,pyaml,Character Replaced: e
pyaxml,pyaml,Character Added: x
myaml,pyaml,Character Replaced: m
pymal,pyaml,Letters Swapped
pyams,pyaml,Character Replaced: s
pyail,pyaml,Character Replaced: i
byaml,pyaml,Ascii Homoglpyh: p => b;Character Replaced: b
pycml,pyaml,Character Replaced: c
hyaml,pyaml,Character Replaced: h
pypaml,pyaml,Character Added: p;Containing Character Added: p
pyam,pyaml,Character Removed: 4 ('l')
syaml,pyaml,Bit Flips: Byte 0, Bit 1;Character Replaced: s
uyaml,pyaml,Character Replaced: u
pygml,pyaml,Character Replaced: g
pyall,pyaml,Character Replaced: l
pyhml,pyaml,Character Replaced: h
pyavl,pyaml,Character Replaced: v
pyfml,pyaml,Character Replaced: f
nyaml,pyaml,Character Replaced: n
pyama,pyaml,Character Replaced: a
pyoml,pyaml,Ascii Homoglpyh: a => o;Character Replaced: o;Swap Vowel: a => o
pyamp,pyaml,Character Replaced: p;Close Letters on QWERTY Keyboard: l => p
pyrml,pyaml,Character Replaced: r
pynml,pyaml,Character Replaced: n
py4ml,pyaml,Ascii Homoglpyh: a => 4;Character Replaced: 4
pyamo,pyaml,Character Replaced: o;Close Letters on QWERTY Keyboard: l => o
ryaml,pyaml,Character Replaced: r
pya2l,pyaml,Character Replaced: 2
pyamlboot,pyaml, Mutated package with prefix/suffix generated: pyamlboot
pyamr,pyaml,Character Replaced: r
pytml,pyaml,Character Replaced: t
kyaml,pyaml,Character Replaced: k
pyaxl,pyaml,Character Replaced: x
wilib,w3lib,Character Replaced: i
wulib,w3lib,Character Replaced: u
welib,w3lib,Character Replaced: e;Close Letters on QWERTY Keyboard: 3 => e
wblib,w3lib,Character Replaced: b
p3lib,w3lib,Bit Flips: Byte 0, Bit 2;Character Replaced: p
vcs,hatch-vcs,Separated Section Removed: 0 ('h')
robotframework-eyes,robotframework, Mutated package with prefix/suffix generated: robotframework-eyes
robotframework-sherlock,robotframework, Mutated package with prefix/suffix generated: robotframework-sherlock
robotframework-debugger,robotframework, Mutated package with prefix/suffix generated: robotframework-debugger
robotframework-otp,robotframework, Mutated package with prefix/suffix generated: robotframework-otp
robotframework-prometheus,robotframework, Mutated package with prefix/suffix generated: robotframework-prometheus
robotframework-notifications,robotframework, Mutated package with prefix/suffix generated: robotframework-notifications
robotframework-testrail,robotframework, Mutated package with prefix/suffix generated: robotframework-testrail
robotframework-clean,robotframework, Mutated package with prefix/suffix generated: robotframework-clean
robotframework-pipe,robotframework, Mutated package with prefix/suffix generated: robotframework-pipe
robotframework-interpreter,robotframework, Mutated package with prefix/suffix generated: robotframework-interpreter
robotframework-jalali,robotframework, Mutated package with prefix/suffix generated: robotframework-jalali
